customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD
100,Wilhelm Blaber,Genderfluid,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,447,59708,2021-01-10,2021-01-23,13,312.0,1,2021,1,Sun
100,Wilhelm Blaber,Genderfluid,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,780,37821,2021-01-27,2021-01-29,2,48.0,1,2021,4,Wed
100,Wilhelm Blaber,Genderfluid,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,873,55341,2021-04-25,2021-05-07,12,288.00000000000006,4,2021,16,Sun
102,Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,467,23636,2021-02-24,2021-03-10,14,336.0,2,2021,8,Wed
102,Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,621,41563,2021-07-16,2021-08-07,22,528.0000000000001,7,2021,28,Fri
102,Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,852,42616,2021-04-11,2021-05-08,27,648.0,4,2021,14,Sun
103,Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,464,26925,2021-06-29,2021-07-25,26,624.0,6,2021,26,Tue
104,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,7112,Joelland,Australian Capital Territory,Australia,567,25661,2021-06-21,2021-06-23,2,48.0,6,2021,25,Mon
106,Rachel Colebrook,Genderqueer,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,97,17772,2021-03-29,2021-03-31,2,48.0,3,2021,13,Mon
106,Rachel Colebrook,Genderqueer,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,835,34923,2021-01-02,2021-01-07,5,120.0,1,2021,0,Sat
107,Sandy Yushachkov,Genderfluid,35,20 Morrison RoadSuite 781,7264,Claudiaview,Western Australia,Australia,229,15827,2021-10-08,2021-10-20,12,288.00000000000006,10,2021,40,Fri
107,Sandy Yushachkov,Genderfluid,35,20 Morrison RoadSuite 781,7264,Claudiaview,Western Australia,Australia,597,22758,2021-08-04,2021-08-16,12,288.00000000000006,8,2021,31,Wed
107,Sandy Yushachkov,Genderfluid,35,20 Morrison RoadSuite 781,7264,Claudiaview,Western Australia,Australia,705,11686,2021-01-14,2021-01-25,11,264.00000000000006,1,2021,2,Thu
107,Sandy Yushachkov,Genderfluid,35,20 Morrison RoadSuite 781,7264,Claudiaview,Western Australia,Australia,744,23613,2021-01-25,2021-02-14,20,480.0,1,2021,4,Mon
108,Merrill Care,Bigender,57,7285 Mason BoulevardSuite 754,1392,Port Rosemouth,Queensland,Australia,788,18355,2021-10-08,2021-10-13,5,120.0,10,2021,40,Fri
108,Merrill Care,Bigender,57,7285 Mason BoulevardSuite 754,1392,Port Rosemouth,Queensland,Australia,888,38001,2021-04-20,2021-05-03,13,312.0,4,2021,16,Tue
108,Merrill Care,Bigender,57,7285 Mason BoulevardSuite 754,1392,Port Rosemouth,Queensland,Australia,963,18632,2021-06-18,2021-07-14,26,624.0,6,2021,24,Fri
110,Giralda Trewin,Genderfluid,65,656 Abigail KnollApt. 083,8132,Bartolettifurt,Western Australia,Australia,197,23619,2021-04-30,2021-05-01,1,24.0,4,2021,17,Fri
111,Eada Viccary,Female,52,72 George CourtApt. 482,1091,North Edwardshire,Northern Territory,Australia,482,59910,2021-08-03,2021-08-09,6,144.00000000000003,8,2021,31,Tue
112,Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia,291,50830,2021-01-12,2021-02-05,24,576.0000000000001,1,2021,2,Tue
113,Hew Cardinal,Agender,57,29 David JunctionApt. 733,3303,North Ruby,South Australia,Australia,166,11914,2021-07-11,2021-07-14,3,72.00000000000001,7,2021,27,Sun
116,Erik Osgar,Genderfluid,35,6022 Jonathan TrackSuite 607,8590,Zacharyborough,Northern Territory,Australia,986,13431,2021-08-02,2021-08-15,13,312.0,8,2021,31,Mon
117,Alexei Hurburt,Female,75,0544 Zoe CourtSuite 153,2398,New Ellieland,Tasmania,Australia,972,10698,2021-07-22,2021-08-08,17,408.0,7,2021,29,Thu
118,Meghan Simic,Male,57,164 Fisher RidgeSuite 516,9963,South Cameron,Australian Capital Territory,Australia,821,27802,2021-01-03,2021-01-10,7,168.0,1,2021,0,Sun
120,Didi Garton,Polygender,60,13 Ivy BoulevardSuite 234,3554,Carterbury,Queensland,Australia,12,55507,2021-06-30,2021-07-11,11,264.00000000000006,6,2021,26,Wed
123,Yardley Dreamer,Female,22,8083 Paterson RoadApt. 211,1149,Jordanborough,Tasmania,Australia,452,50557,2021-10-09,2021-10-22,13,312.0,10,2021,40,Sat
123,Yardley Dreamer,Female,22,8083 Paterson RoadApt. 211,1149,Jordanborough,Tasmania,Australia,755,47937,2021-04-11,2021-05-06,25,600.0,4,2021,14,Sun
123,Yardley Dreamer,Female,22,8083 Paterson RoadApt. 211,1149,Jordanborough,Tasmania,Australia,926,13634,2021-02-08,2021-02-18,10,240.0,2,2021,6,Mon
123,Yardley Dreamer,Female,22,8083 Paterson RoadApt. 211,1149,Jordanborough,Tasmania,Australia,982,33286,2021-03-30,2021-04-07,8,192.0,3,2021,13,Tue
124,Pate De Ambrosis,Non-binary,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia,21,11261,2021-04-04,2021-04-17,13,312.0,4,2021,13,Sun
125,Lesli Pitfield,Bigender,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,510,47242,2021-09-29,2021-10-01,2,48.0,9,2021,39,Wed
127,Merl Gayforth,Genderfluid,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,107,58760,2021-01-11,2021-02-03,23,552.0000000000001,1,2021,2,Mon
128,Daisy Camillo,Male,48,5310 Lewis TrailApt. 715,2240,Jacobsland,Northern Territory,Australia,938,41631,2021-06-12,2021-06-28,16,384.0,6,2021,23,Sat
129,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,202,49559,2021-04-15,2021-04-22,7,168.0,4,2021,15,Thu
129,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,416,37878,2021-10-08,2021-10-25,17,408.0,10,2021,40,Fri
129,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,935,16962,2021-07-01,2021-07-16,15,360.0,7,2021,26,Thu
133,Bette-ann Harteley,Bigender,49,051 O'conner Station StSuite 626,6661,Shieldsside,Tasmania,Australia,234,26314,2021-09-18,2021-10-10,22,528.0000000000001,9,2021,37,Sat
134,Raul Pockey,Male,64,178 Smitham GroveSuite 638,6036,South Hannah,Victoria,Australia,710,27729,2021-02-07,2021-02-08,1,24.0,2,2021,5,Sun
135,Mycah Rodie,Genderfluid,25,3087 Victoria DriveApt. 454,3184,Port Abigail,Western Australia,Australia,548,19053,2021-07-17,2021-07-26,9,216.0,7,2021,28,Sat
135,Mycah Rodie,Genderfluid,25,3087 Victoria DriveApt. 454,3184,Port Abigail,Western Australia,Australia,723,54098,2021-10-03,2021-10-16,13,312.0,10,2021,39,Sun
139,Vida Matchitt,Male,73,69 Aiden ParkwaySuite 721,8569,Hudsonberg,Australian Capital Territory,Australia,834,27691,2021-02-23,2021-03-08,13,312.0,2,2021,8,Tue
142,Valerie D'Errico,Bigender,75,607 Parisian AvenueSuite 494,6043,Chelseaview,South Australia,Australia,584,37030,2021-06-29,2021-07-01,2,48.0,6,2021,26,Tue
144,Elaina Agate,Male,60,596 Martin BoulevardApt. 367,5393,Richardshaven,South Australia,Australia,738,57487,2021-07-16,2021-08-09,24,576.0000000000001,7,2021,28,Fri
146,Lawry Mannooch,Agender,50,348 Johnston RoadSuite 155,6824,North Kayla,Western Australia,Australia,385,43155,2021-08-08,2021-08-24,16,384.0,8,2021,31,Sun
148,Ikey Spohr,Polygender,53,338 Mckenzie PlaceSuite 622,6527,North Scarlettborough,Northern Territory,Australia,936,47197,2021-07-16,2021-08-01,16,384.0,7,2021,28,Fri
150,Biddy Devanney,Male,26,42 Michael RoadApt. 405,3137,Harryburgh,Tasmania,Australia,930,17581,2021-06-22,2021-06-30,8,192.0,6,2021,25,Tue
155,Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia,430,49272,2021-02-08,2021-03-01,21,504.0,2,2021,6,Mon
155,Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia,611,56937,2021-05-01,2021-05-25,24,576.0000000000001,5,2021,17,Sat
156,Cosmo Leys,Female,24,012 Eli RidgeSuite 727,7891,Kaiberg,Western Australia,Australia,302,32298,2021-06-19,2021-07-07,18,432.0,6,2021,24,Sat
156,Cosmo Leys,Female,24,012 Eli RidgeSuite 727,7891,Kaiberg,Western Australia,Australia,671,28194,2021-06-22,2021-07-08,16,384.0,6,2021,25,Tue
158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-04-16,2021-04-28,12,288.00000000000006,4,2021,15,Fri
160,Christi Reston,Male,26,70 Phoenix DriveApt. 109,3950,Hicklebury,New South Wales,Australia,114,49686,2021-08-08,2021-09-02,25,600.0,8,2021,31,Sun
161,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,179,52081,2021-06-10,2021-06-27,17,408.0,6,2021,23,Thu
163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,57,41495,2021-02-27,2021-03-13,14,336.0,2,2021,8,Sat
163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,449,56294,2021-10-23,2021-11-09,17,408.0,10,2021,42,Sat
163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,547,13784,2021-10-19,2021-10-30,11,264.00000000000006,10,2021,42,Tue
167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64,23668,2021-01-24,2021-02-15,22,528.0000000000001,1,2021,3,Sun
169,Wald Kaine,Female,72,5135 Leah RoadSuite 306,7210,South Georgia,Western Australia,Australia,767,51648,2021-04-28,2021-04-30,2,48.0,4,2021,17,Wed
171,Mariellen Medendorp,Agender,80,16 Boyer WaySuite 018,6226,South Gabriel,Western Australia,Australia,580,26947,2021-04-30,2021-05-09,9,216.0,4,2021,17,Fri
