customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD,sales_id,product_id,price_per_unit,sold_quantity,total_price
16,Gabbie Aldwinckle,Male,75,424 Mason PlaceApt. 181,6438,New Kai,Victoria,Australia,885,27561,2021-10-18,2021-11-13,26,624.0,10,2021,42,Mon,4443,71,118,2,236
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,924,219,106,1,106
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,925,1077,93,2,186
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,926,130,92,2,184
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,927,74,118,1,118
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,928,23,96,2,192
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,191,31002,2021-01-22,2021-02-15,24,576.0000000000001,1,2021,3,Fri,929,282,105,1,105
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1745,620,112,2,224
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1746,324,109,1,109
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1747,147,91,1,91
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1748,550,98,3,294
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1749,976,97,1,97
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1750,409,119,2,238
18,Chan Duchesne,Male,79,13 Bailey ManorApt. 848,7171,Walterland,New South Wales,Australia,354,33908,2021-02-26,2021-03-08,10,240.0,2,2021,8,Fri,1751,713,119,3,357
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1318,942,96,1,96
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1319,1140,102,2,204
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1320,73,118,3,354
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1321,1225,112,1,112
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1322,513,102,3,306
19,Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia,274,50173,2021-04-13,2021-04-27,14,336.0,4,2021,15,Tue,1323,581,100,1,100
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,14,336.0,10,2021,42,Wed,2145,191,98,3,294
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,14,336.0,10,2021,42,Wed,2146,652,93,1,93
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,14,336.0,10,2021,42,Wed,2147,769,109,2,218
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,432,37821,2021-10-20,2021-11-03,14,336.0,10,2021,42,Wed,2148,6,96,1,96
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3177,1249,112,1,112
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3178,25,96,1,96
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3179,161,91,2,182
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3180,1039,90,1,90
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3181,840,113,3,339
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1873,1145,102,1,102
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1874,1006,106,3,318
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1875,197,98,2,196
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1876,235,106,3,318
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1877,968,97,1,97
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1878,851,113,2,226
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1879,628,112,1,112
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,377,24815,2021-05-19,2021-05-28,9,216.0,5,2021,20,Wed,1880,126,92,1,92
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,1,24.0,5,2021,19,Thu,3065,615,112,2,224
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,1,24.0,5,2021,19,Thu,3066,215,106,2,212
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,1,24.0,5,2021,19,Thu,3067,1252,112,1,112
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,616,28727,2021-05-13,2021-05-14,1,24.0,5,2021,19,Thu,3068,422,107,3,321
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,2021-01-07,2021-01-20,13,312.0,1,2021,1,Thu,3293,811,117,1,117
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,2021-01-07,2021-01-20,13,312.0,1,2021,1,Thu,3294,312,105,1,105
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3310,788,91,3,273
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3311,388,119,2,238
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3312,1149,102,3,306
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3313,955,97,3,291
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3314,48,104,3,312
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3315,481,118,1,118
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3316,1079,93,1,93
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3317,478,118,3,354
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3318,903,94,1,94
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3319,214,106,1,106
22,Blayne Sabatier,Non-binary,20,292 Casper IslandSuite 778,6624,Maxberg,Victoria,Australia,668,40483,2021-03-15,2021-03-30,15,360.0,3,2021,11,Mon,3320,77,118,3,354
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2553,576,100,1,100
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2554,1007,106,3,318
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2555,817,117,1,117
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2556,1057,93,2,186
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2557,346,109,1,109
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2558,1181,99,1,99
23,Alair Grimwad,Female,32,682 Rose CircleApt. 514,1832,North Mia,Tasmania,Australia,515,20627,2021-05-23,2021-06-13,21,504.0,5,2021,20,Sun,2559,860,113,3,339
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3032,536,98,2,196
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3033,196,98,3,294
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3034,900,94,3,282
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3035,177,98,1,98
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3036,1033,90,3,270
25,Ernaline Luce,Genderqueer,75,02 Gabriella PlazaApt. 474,9311,Olivershire,Victoria,Australia,609,21514,2021-04-22,2021-05-08,16,384.0,4,2021,16,Thu,3037,872,113,1,113
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2749,63,104,3,312
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2750,707,119,2,238
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2751,399,119,1,119
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2752,623,112,2,224
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2753,1233,112,3,336
26,Timothy Compston,Genderqueer,50,499 Darcy CrestApt. 192,8816,New Oliverside,New South Wales,Australia,550,52719,2021-08-04,2021-08-09,5,120.0,8,2021,31,Wed,2754,97,118,1,118
27,Jayme Turvie,Polygender,55,6578 Kayla AvenueSuite 812,3462,Lake Alanafort,Western Australia,Australia,748,49811,2021-05-16,2021-06-06,21,504.0,5,2021,19,Sun,3739,743,109,3,327
27,Jayme Turvie,Polygender,55,6578 Kayla AvenueSuite 812,3462,Lake Alanafort,Western Australia,Australia,748,49811,2021-05-16,2021-06-06,21,504.0,5,2021,19,Sun,3740,167,91,2,182
27,Jayme Turvie,Polygender,55,6578 Kayla AvenueSuite 812,3462,Lake Alanafort,Western Australia,Australia,748,49811,2021-05-16,2021-06-06,21,504.0,5,2021,19,Sun,3741,405,119,2,238
27,Jayme Turvie,Polygender,55,6578 Kayla AvenueSuite 812,3462,Lake Alanafort,Western Australia,Australia,748,49811,2021-05-16,2021-06-06,21,504.0,5,2021,19,Sun,3742,1133,102,3,306
27,Jayme Turvie,Polygender,55,6578 Kayla AvenueSuite 812,3462,Lake Alanafort,Western Australia,Australia,748,49811,2021-05-16,2021-06-06,21,504.0,5,2021,19,Sun,3743,991,106,2,212
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1012,501,102,2,204
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1013,231,106,2,212
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1014,895,94,1,94
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1015,744,109,1,109
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1016,1006,106,1,106
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1017,486,118,3,354
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1099,711,119,2,238
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1100,1128,102,3,306
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1101,206,98,1,98
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1102,972,97,1,97
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1103,860,113,3,339
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1104,683,113,2,226
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1105,900,94,2,188
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1106,512,102,2,204
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1107,517,102,1,102
34,Ninon Corteney,Non-binary,55,09 Robinson SquareApt. 647,5387,Sauerfort,Western Australia,Australia,267,44791,2021-09-11,2021-09-12,1,24.0,9,2021,36,Sat,1294,252,95,1,95
