customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD,sales_id,product_id,price_per_unit,sold_quantity,total_price,product_type,product_name,size,colour,price,quantity,description
1,Leanna Busson,Female,30,8606 Victoria TerraceSuite 560,5464,Johnstonhaven,Northern Territory,Australia,729,35593,2021-02-18,2021-03-01,11,264.00000000000006,2,2021,7,Thu,3640,558,98,1,98,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket"
306,Silas Stephens,Polygender,68,344 Addison PlazaApt. 998,8581,West Audreyhaven,Queensland,Australia,839,42095,2021-09-16,2021-09-27,11,264.00000000000006,9,2021,37,Thu,4210,558,98,3,294,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket"
929,Reba Crauford,Genderfluid,68,394 Lily HillSuite 153,2353,Beahanfurt,Northern Territory,Australia,766,13750,2021-08-06,2021-08-15,9,216.0,8,2021,31,Fri,3838,558,98,1,98,Jacket,Leather,L,violet,113,78,"A violet coloured, L sized, Leather Jacket"
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2021-05-21,2021-05-23,2,48.0,5,2021,20,Fri,2292,1118,115,3,345,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers"
49,Shanna Pietrzyk,Female,56,30 Watson WayApt. 179,2511,Port Alyssa,Queensland,Australia,553,16753,2021-03-06,2021-03-14,8,192.0,3,2021,9,Sat,2764,1118,115,2,230,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers"
801,Morgana Weymouth,Female,64,843 Goodwin MewsApt. 699,3128,Blakeborough,Australian Capital Territory,Australia,820,33182,2021-09-25,2021-10-03,8,192.0,9,2021,38,Sat,4124,1118,115,1,115,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers"
854,Lisle Worthing,Female,74,8360 Poppy SummitSuite 841,6775,Walkertown,Victoria,Australia,893,49324,2021-03-06,2021-03-14,8,192.0,3,2021,9,Sat,4472,1118,115,3,345,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers"
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2021-05-21,2021-05-23,2,48.0,5,2021,20,Fri,2293,1259,112,2,224,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers"
206,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,28,29968,2021-08-19,2021-09-04,16,384.0,8,2021,33,Thu,133,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers"
640,Uriel Cottingham,Genderqueer,49,7427 Stark CrescentSuite 975,5295,Lincolnchester,Queensland,Australia,198,29627,2021-08-31,2021-09-13,13,312.0,8,2021,35,Tue,968,1259,112,2,224,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers"
908,Kakalina Ragge,Genderqueer,42,69 Sophie PlazaSuite 598,3603,South Alexandraview,Queensland,Australia,93,52379,2021-10-22,2021-11-11,20,480.0,10,2021,42,Fri,409,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers"
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2021-05-21,2021-05-23,2,48.0,5,2021,20,Fri,2294,811,117,1,117,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket"
21,Seana Hearons,Non-binary,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,664,11960,2021-01-07,2021-01-20,13,312.0,1,2021,1,Thu,3293,811,117,1,117,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket"
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2021-05-21,2021-05-23,2,48.0,5,2021,20,Fri,2295,408,119,1,119,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt"
461,Alina Strotton,Female,54,2501 Hackett ManorSuite 051,60,West Chasemouth,Australian Capital Territory,Australia,182,33720,2021-02-22,2021-03-04,10,240.0,2,2021,8,Mon,878,408,119,2,238,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt"
7,Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,465,48935,2021-05-21,2021-05-23,2,48.0,5,2021,20,Fri,2296,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers"
290,Alia Rapinett,Male,67,7299 Madeline MeadowApt. 450,3146,West Siennaland,Tasmania,Australia,583,54787,2021-04-07,2021-04-10,3,72.00000000000001,4,2021,14,Wed,2920,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers"
774,Ellynn Korba,Genderqueer,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,3,46763,2021-10-08,2021-11-03,26,624.0,10,2021,40,Fri,14,1010,106,2,212,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers"
10,Susanetta Wilshin,Bigender,70,615 Hayley KnollSuite 454,2118,Joelburgh,Western Australia,Australia,595,45626,2021-03-09,2021-03-29,20,480.0,3,2021,10,Tue,2990,1023,90,3,270,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
97,Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,477,37504,2021-06-20,2021-06-26,6,144.00000000000003,6,2021,24,Sun,2350,1023,90,2,180,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
125,Lesli Pitfield,Bigender,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,510,47242,2021-09-29,2021-10-01,2,48.0,9,2021,39,Wed,2535,1023,90,2,180,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
236,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,178,31542,2021-02-02,2021-02-08,6,144.00000000000003,2,2021,5,Tue,862,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
558,Lizette Lindro,Genderqueer,38,380 Hamish LaneApt. 098,9827,Violetfort,South Australia,Australia,768,34334,2021-09-29,2021-10-16,17,408.0,9,2021,39,Wed,3844,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
568,Gallard Mangan,Bigender,64,24 Jake MeadowApt. 433,9416,Chloeville,Tasmania,Australia,492,49046,2021-07-24,2021-08-07,14,336.0,7,2021,29,Sat,2425,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
754,Ninnetta Lammin,Bigender,74,94 Hayden LaneSuite 912,1488,Lake Jesse,New South Wales,Australia,538,11543,2021-01-04,2021-01-26,22,528.0000000000001,1,2021,1,Mon,2683,1023,90,1,90,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers"
11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,41952,2021-05-28,2021-06-05,8,192.0,5,2021,21,Fri,2800,144,91,2,182,Shirt,Linen,XL,red,116,47,"A red coloured, XL sized, Linen Shirt"
11,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,7400,Georgeland,Northern Territory,Australia,560,41952,2021-05-28,2021-06-05,8,192.0,5,2021,21,Fri,2801,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket"
301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-02-05,2021-02-28,23,552.0000000000001,2,2021,5,Fri,265,590,100,1,100,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket"
398,Damiano Leyborne,Non-binary,50,6166 Durgan WayApt. 693,5497,Gabrielville,Western Australia,Australia,624,20149,2021-03-19,2021-04-08,20,480.0,3,2021,11,Fri,3100,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket"
830,Gertrudis Pergens,Male,46,653 Jones AvenueApt. 945,6477,New Ruby,South Australia,Australia,697,12310,2021-07-20,2021-07-28,8,192.0,7,2021,29,Tue,3457,590,100,1,100,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket"
872,Brendis Blackboro,Non-binary,74,17 Beatty Station StApt. 918,7892,West Lukeshire,New South Wales,Australia,782,28459,2021-03-07,2021-03-23,16,384.0,3,2021,9,Sun,3913,590,100,2,200,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,630,770,91,1,91,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket"
77,Angela Kester,Male,62,63 Tremblay BoulevardApt. 688,1102,Chloeville,South Australia,Australia,489,28578,2021-08-30,2021-09-21,22,528.0000000000001,8,2021,35,Mon,2410,770,91,2,182,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket"
364,Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia,290,48707,2021-08-01,2021-08-16,15,360.0,8,2021,30,Sun,1415,770,91,3,273,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket"
567,Andi Kettleson,Female,39,3767 Mackenzie Estate DrApt. 877,7008,East Piper,Northern Territory,Australia,88,10904,2021-07-19,2021-08-15,27,648.0,7,2021,29,Mon,385,770,91,2,182,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,631,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket"
628,Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,224,20293,2021-07-07,2021-08-02,26,624.0,7,2021,27,Wed,1092,516,102,3,306,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket"
691,Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia,652,30816,2021-03-09,2021-03-27,18,432.0,3,2021,10,Tue,3240,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket"
789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,903,21721,2021-01-05,2021-01-21,16,384.0,1,2021,1,Tue,4529,516,102,2,204,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,632,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
155,Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia,430,49272,2021-02-08,2021-03-01,21,504.0,2,2021,6,Mon,2137,989,106,1,106,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
501,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,2482,Kiehnchester,Tasmania,Australia,579,15623,2021-03-28,2021-04-20,23,552.0000000000001,3,2021,12,Sun,2895,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
727,Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,153,49677,2021-10-21,2021-11-17,27,648.0,10,2021,42,Thu,722,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
745,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,419,19518,2021-10-20,2021-11-10,21,504.0,10,2021,42,Wed,2081,989,106,3,318,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
783,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,4250,North Avabury,South Australia,Australia,568,49427,2021-01-09,2021-01-22,13,312.0,1,2021,1,Sat,2837,989,106,2,212,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,633,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
260,Whitney Scarman,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,30,59350,2021-07-07,2021-07-26,19,456.0,7,2021,27,Wed,139,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
551,Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia,424,58723,2021-03-13,2021-03-18,5,120.0,3,2021,10,Sat,2109,407,119,1,119,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
567,Andi Kettleson,Female,39,3767 Mackenzie Estate DrApt. 877,7008,East Piper,Northern Territory,Australia,88,10904,2021-07-19,2021-08-15,27,648.0,7,2021,29,Mon,383,407,119,1,119,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
739,Kristel Klaaassen,Female,57,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,650,42938,2021-01-02,2021-01-15,13,312.0,1,2021,0,Sat,3229,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
898,Jillian Sauven,Bigender,41,99 Sophia TrailApt. 477,3377,Angelinaport,New South Wales,Australia,886,51067,2021-09-22,2021-10-18,26,624.0,9,2021,38,Wed,4445,407,119,3,357,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,634,840,113,2,226,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers"
20,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,641,54363,2021-03-10,2021-03-22,12,288.00000000000006,3,2021,10,Wed,3181,840,113,3,339,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,635,185,98,2,196,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt"
611,Conny Chowne,Female,67,09 Christopher View RdApt. 739,505,West Hayleyhaven,New South Wales,Australia,559,22094,2021-03-03,2021-03-15,12,288.00000000000006,3,2021,9,Wed,2794,185,98,3,294,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt"
936,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,128,17661,2021-10-13,2021-11-09,27,648.0,10,2021,41,Wed,611,185,98,1,98,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,636,653,93,3,279,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket"
88,Kendall Jakubski,Male,78,331 Leah Station StSuite 445,3111,Port Liam,South Australia,Australia,866,48270,2021-04-11,2021-04-21,10,240.0,4,2021,14,Sun,4332,653,93,2,186,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket"
338,Eve Stutard,Female,75,899 Lynch LaneSuite 349,2652,Monahanberg,New South Wales,Australia,831,17700,2021-08-04,2021-08-20,16,384.0,8,2021,31,Wed,4173,653,93,2,186,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket"
12,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,134,39451,2021-06-19,2021-07-01,12,288.00000000000006,6,2021,24,Sat,637,1194,105,1,105,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers"
